index,NDB_No,Shrt_Desc,Water_(g),Energ_Kcal,Protein_(g),Lipid_Tot_(g),Ash_(g),Carbohydrt_(g),Fiber_TD_(g),Sugar_Tot_(g),Calcium_(mg),Iron_(mg),Magnesium_(mg),Phosphorus_(mg),Potassium_(mg),Sodium_(mg),Zinc_(mg),Copper_mg),Manganese_(mg),Selenium_(µg),Vit_C_(mg),Thiamin_(mg),Riboflavin_(mg),Niacin_(mg),Panto_Acid_mg),Vit_B6_(mg),Folate_Tot_(µg),Folic_Acid_(µg),Food_Folate_(µg),Folate_DFE_(µg),Choline_Tot_ (mg),Vit_B12_(µg),Vit_A_IU,Vit_A_RAE,Retinol_(µg),Alpha_Carot_(µg),Beta_Carot_(µg),Beta_Crypt_(µg),Lycopene_(µg),Lut+Zea_ (µg),Vit_E_(mg),Vit_D_µg,Vit_D_IU,Vit_K_(µg),FA_Sat_(g),FA_Mono_(g),FA_Poly_(g),Cholestrl_(mg),GmWt_1,GmWt_Desc1,GmWt_2,GmWt_Desc2,Refuse_Pct
77,1078,Paleo Eba Swallow with Steamed Vegetable Soup and Chicken,61,940,2,11,1,26,3.4,39,11,1.37,6,10,98,7,0.07,0.07,0.076,0,2.1,0.017,0.041,0.177,0.105,0.044,8,0,8,8,4.1,0,754,38,0,0,452,0,0,57,0.23,0,0,1.4,0.023,0.027,0.03,0,244,1 cup,,,0
78,1079,Paleo Eba Swallow with Bitterleaf Soup and Snail,63,950,1,4,1,31,1.9,57,10,1.32,6,10,95,7,0.07,0.068,0.073,,2,0.016,0.039,0.17,0.105,0.044,8,0,8,8,,0,726,36,0,,,,,,,0,0,,0.022,0.026,0.029,0,252,1 cup,,,0
79,1080,Paleo Eba Swallow with Afang Soup and Fish,71,960,2,2,2,23,2.6,11,10,1.3,6,10,93,7,0.06,0.066,0.072,0,2,0.016,0.039,0.168,0.105,0.044,8,0,8,8,4.1,0,714,36,0,0,428,0,0,57,0.23,0,0,1.4,0.021,0.026,0.029,0,256,1 cup,,,0
80,1081,Paleo Eba Swallow with Nsala Soup (White Soup) and Goat Meat,65,970,2,6,2,25,2.2,9,10,1.26,5,9,91,7,0.06,0.065,0.07,,1.9,0.016,0.038,0.163,0.105,0.044,7,0,7,7,,0,696,35,0,,,,,,,0,0,,0.021,0.025,0.028,0,261,1 cup,,,0
81,1082,Paleo Eba Swallow with Tomato Soup and Assorted Meat,78,980,2,0,2,18,2,9,13,0.53,9,16,124,1,0.1,0.09,0.057,0,1.7,0.044,0.034,0.137,0.178,0.067,5,0,5,5,5.6,0,870,44,0,0,522,0,0,61,0.05,0,0,1.5,0.1,0.12,0.132,0,155,"1 cup, unthawed",510,"1 package,  (18 oz)",0
82,1083,Paleo Eba Swallow with Oha Soup and Goat Meat,66,990,3,7,2,22,2.4,14,13,0.36,11,21,222,0,0.07,0.06,0.07,0,7,0.027,0.033,0.154,0.199,0.049,4,0,4,4,6.1,0,64,3,0,0,38,0,0,85,0.07,0,0,2.1,0.038,0.047,0.052,0,138,"1 cup, with pits yields",154,"1 cup, without pits",8
83,1084,Paleo Eba Swallow with Vegetable Soup and Smoked Fish,69,1000,2,3,1,24,2.4,13,11,0.36,9,15,131,1,0.08,0.075,0.062,0,2.2,0.022,0.041,0.41,0.127,0.03,4,0,4,4,4.1,0,160,8,0,0,96,0,0,57,0.23,0,0,1.4,0.028,0.034,0.038,0,248,"1 cup,  pitted",,,8
84,1085,Paleo Eba Swallow with Efo Riro Soup and Fish,62,1010,3,10,2,23,2.3,13,14,0.58,12,22,131,3,0.1,0.073,0.061,0,2.5,0.018,0.024,0.406,0.127,0.03,4,0,4,4,4.7,0,125,6,0,0,75,0,0,57,0.23,0,0,1.4,0.004,0.005,0.006,0,250,"1 cup, pitted",,,8
85,1086,Paleo Eba Swallow with Plantain and Groundnut Soup and Assorted Meat,92,1020,1,0,0,7,0.7,33,9,0.36,9,18,148,3,0.1,0.145,0.06,0,3.7,0.021,0.041,0.403,0.127,0.03,4,0,4,4,4.1,0,157,8,0,0,94,0,0,57,0.23,0,0,1.4,0.034,0.042,0.046,0,252,"1 cup, pitted",,,8
86,1087,Paleo Eba Swallow with Amala (Yam Flour) Soup and Goat Meat,92,1030,0,0,2,5,2.6,74,9,0.35,9,18,145,3,0.1,0.142,0.048,0,3.6,0.021,0.04,0.396,0.057,0.022,4,0,4,4,4.1,0,154,8,0,0,92,0,0,57,0.17,0,0,0.9,0.034,0.041,0.045,0,253,1 cup,,,0
87,1088,Paleo Eba Swallow with Ogbono Soup and Fish,90,1040,1,0,4,5,2.6,61,9,0.35,8,17,142,3,0.1,0.139,0.058,,3.6,0.021,0.039,0.388,0.127,0.03,4,0,4,4,,0,151,8,0,,,,,,,0,0,,0.033,0.04,0.045,0,261,"1 cup,  pitted",,,8
88,1089,Paleo Eba Swallow with Okra Soup and Snail,91,1050,0,0,1,8,1.2,110,12,0.35,10,16,199,1,0.04,0.024,0.109,0,1,0.027,0.047,0.177,0.127,0.036,4,0,4,4,5.6,0,189,9,0,0,113,0,0,85,0.07,0,0,2.1,0.03,0.036,0.04,0,259,,284,"1 package,  (10 oz)",0
89,1090,Paleo Eba Swallow with Eggplant Soup and Chicken,78,1060,2,5,1,13,1.9,34,18,0.36,7,15,194,1,,0.067,0.115,,8,0.03,0.02,0.1,,,,,,,,0,40,2,0,,,,,,,,,,0.048,0.012,0.088,0,110,"1 cup, slices",,,8
90,1091,Paleo Eba Swallow with Calabash Nutmeg Soup and Beef,26,1070,0,0,1,73,0,13,8,0.23,6,11,80,2,0.09,0.056,0.267,0.1,14,0.012,0.02,0.101,0.295,0.057,1,0,1,1,5.5,0,63,3,0,0,38,0,0,91,1.32,0,0,5,0.008,0.018,0.055,0,110,"1 cup, chopped",100,"1 cup, whole",2
91,1092,Paleo Eba Swallow with Pumpkin Leaf Soup and Chicken,79,1080,16,1,1,2,0,10,9,0.39,4,8,49,5,0.1,0.063,0.18,0.6,0.2,0.013,0.028,0.548,,0.038,0,0,0,0,8.3,0,46,2,0,0,27,0,0,138,2.1,0,0,7.6,0.088,0.298,0.182,0,40,.25 cup,,,0
92,1093,Zucchini Noodles with Sunflower Seed Pesto,79,250,20,1,1,0,0,118,3,0.41,2,4,28,5,0.03,0.026,0.073,0.4,1,0.015,0.021,0.1,,0.014,1,0,1,1,3.8,0,33,2,0,0,20,0,0,48,0.93,0,0,1.4,0.007,0.007,0.031,0,277,1 cup,57,"1 slice,  (1/2"" thick, approx 8 slices per can)",0
93,1094,Grilled Lamb Chops with Roasted Eggplant and Walnuts,8,450,1,0,1,6,3.1,67,11,0.2,4,8,38,32,,0.04,,,18,0.03,0.02,0.1,,,,,,,,0,70,4,0,,,,,,,,,,0.012,,,0,275,1 cup,,,0
94,1095,Moroccan-Spiced Chicken with Almonds and Raisins,12,380,1,1,2,10,2.5,25,55,1.54,24,59,322,2,0.27,0.086,0.256,,181,0.05,0.05,0.3,0.398,0.066,,,,,,0,230,12,0,,,,,,1,,,,0.034,0.058,0.179,0,112,1 cup,,,2
95,1096,Grilled Vegetables with Tahini Dressing,73,270,1,0,1,6,0,9,33,1,13,44,275,1,0.23,0.107,0.186,0.6,41,0.04,0.05,0.1,0.064,0.07,8,0,8,8,7.6,0,42,2,0,0,25,0,0,47,0.1,0,0,11,0.017,0.028,0.088,0,112,1 cup,,,2
96,1097,Stuffed Bell Peppers with Ground Turkey and Almonds,10,350,0,0,0,1,0,9,86,3.26,41,125,892,8,0.66,0.468,0.469,0.7,4.7,0.16,0.142,1.615,0.045,0.296,10,0,10,10,10.6,0,73,4,0,1,43,1,0,0,0.11,0,0,3.3,0.028,0.047,0.18,0,144,1 cup,,,0
97,1098,Grilled Chicken Salad with Mango and Pumpkin Seeds,12,350,1,0,1,89,0,0,30,0.71,18,21,382,4,,,,,19.2,0.08,0.1,0.5,0.135,0.221,,,,,,0,33,2,0,,,,,,,,,,0.231,,,0,,,,,42
98,1099,Baked Plantains with Guacamole,68,300,20,1,5,66,0.4,285,39,1.02,43,62,656,2,0.29,0.206,0.262,3,0.4,0.052,0.066,1.274,0.589,0.165,19,0,19,19,6.3,0,10,0,0,0,6,0,0,75,0.05,0,0,2.7,0.032,0.036,0.019,0,147,"1 cup, chopped",7.1,"1 date, pitted",10
99,1100,Grilled Tilapia with Cabbage and Carrot Slaw,10,350,32,26,6,29,10.2,101,38,1.6,5,39,280,6,0.11,0.061,,0.6,36,0.07,0.06,0.5,0.14,0.23,6,0,6,6,,0,600,30,0,,,,,,,,,,0.023,0.08,0.247,0,145,1 cup,,,0
100,1101,Coconut and Spinach Chicken Stew,70,400,2,1,3,89,0,23,35,0.37,17,14,232,1,0.15,0.07,0.128,0.2,2,0.06,0.05,0.4,0.3,0.113,6,0,6,6,4.7,0,142,7,0,0,85,0,0,9,0.11,0,0,4.7,0.06,0.066,0.144,0,64,"1 large,  (2-1/2"" dia)",50,"1 medium,  (2-1/4"" dia)",1
101,1102,Roasted Sweet Potato with Kale and Tahini Dressing,8,350,1,12,3,21,1.1,40,28,0.29,10,10,103,1,0.12,0.11,0.088,0.1,1,0.023,0.038,0.445,0.069,0.07,2,0,2,2,3.3,0,38,2,0,0,23,0,0,7,0.08,0,0,3.3,0.02,0.022,0.048,0,248,1 cup,27,"1 fig, with liquid",0
102,1103,Moroccan Chickpea and Tomato Stew,70,350,0,0,0,100,0,0,27,0.29,10,10,102,1,0.11,0.108,0.086,0.2,1,0.022,0.038,0.437,0.069,0.07,2,0,2,2,4.2,0,37,2,0,0,22,0,0,8,0.1,0,0,4.2,0.02,0.022,0.048,0,252,1 cup,28,"1 fig, with liquid",0
103,1104,Spicy Beef and Plantain Stir-fry,13,450,1,0,2,5,1.5,14,27,0.28,10,10,99,1,0.11,0.106,0.084,0.2,1,0.022,0.037,0.428,0.069,0.07,2,0,2,2,5.3,0,37,2,0,0,22,0,0,11,0.12,0,0,5.3,0.02,0.022,0.048,0,259,1 cup,28,"1 fig, with liquid",0
104,1105,Grilled Shrimp with Cucumber and Tomato Salad,69,250,11,3,2,76,9.1,147,26,0.28,10,10,97,1,0.11,0.103,0.083,,1,0.022,0.036,0.419,0.069,,,,,,,0,36,2,0,,,,,,,0,0,,0.02,0.022,0.047,0,261,1 cup,,,0
105,1106,Grilled Vegetable Skewers with Cashew Nut Sauce,13,320,10,6,9,74,8.5,173,162,2.03,68,67,680,10,0.55,0.287,0.51,0.6,1.2,0.085,0.082,0.619,0.434,0.106,9,0,9,9,15.8,0,10,0,0,0,6,0,0,32,0.35,0,0,15.6,0.144,0.159,0.345,0,149,1 cup,8.4,1 fig,4
106,1107,Black Bean and Sweet Potato Chili,69,320,7,6,3,76,9.7,43,70,0.88,29,29,294,4,0.24,0.124,0.22,0.2,4.4,0.011,0.11,0.64,0.127,0.133,1,0,1,1,6.8,0,4,0,0,0,3,0,0,14,0.15,0,0,6.7,0.062,0.068,0.149,0,259,1 cup,,,0
107,1108,Mung Bean Stew with Spinach,10,340,36,5,11,41,2,500,5,0.25,7,11,94,4,0.09,0.071,0.15,0.5,2.1,0.016,0.011,0.363,0.062,0.052,3,0,3,3,3.7,0,250,13,0,0,126,48,0,75,0.4,0,0,2.6,0.006,0.009,0.02,0,237,1 cup,,,0
108,1109,Chickpea and Butternut Squash Curry,77,400,4,0,1,19,0,152,8,0.21,7,14,95,4,0.09,0.062,0.146,0.5,2.7,0.012,0.016,0.403,0.062,0.051,3,0,3,3,4,0,305,15,0,0,154,58,0,75,0.4,0,0,2.6,0.001,0.002,0.004,0,237,1 cup,,,0
109,1110,Lentil and Tomato Stew,63,330,1,6,0,11,0,3,8,0.3,6,12,104,4,0.08,0.1,0.147,,3,0.03,0.01,0.5,0.062,0.051,3,0,3,3,,0,233,12,0,,,,,,,0,0,,0.01,0.014,0.031,0,123,.5 cup,,,0
110,1111,Red Bean and Cabbage Stir-fry,6,280,4,6,1,29,0.3,120,6,0.29,5,11,89,6,0.09,0.07,0.147,0.5,1.9,0.018,0.019,0.38,0.061,0.051,3,0,3,3,3.7,0,208,10,0,0,104,39,0,75,0.5,0,0,2.6,0.01,0.014,0.031,0,242,1 cup,,,0
111,1112,Bean and Sweet Potato Salad,12,350,11,4,1,3,0.1,56,6,0.29,5,11,88,6,0.08,0.069,0.144,0.5,1.9,0.018,0.019,0.374,0.06,0.05,3,0,3,3,3.7,0,205,10,0,0,104,39,0,75,0.4,0,0,2.6,0.01,0.013,0.031,0,248,1 cup,,,0
112,1113,Peanut Stew with Sweet Potato and Spinach,13,380,8,15,2,8,0,148,6,0.28,5,11,86,6,0.08,0.067,0.142,,1.9,0.018,0.019,0.368,0.059,0.049,3,0,3,3,,0,201,10,0,,,,,,,0,0,,0.01,0.013,0.03,0,130,.5 cup,260,1 cup,0
113,1114,Spicy Bean Soup with Kale,11,320,25,7,6,4,0,684,7,0.3,5,9,78,3,0.08,0.067,0.151,,1.9,0.015,0.021,0.374,0.053,0.032,3,0,3,3,,0,440,22,0,,,,,,,0,0,,0.009,0.013,0.028,0,245,1 cup,,,0
114,1115,Bean and Plantain Stir-fry,12,330,7,29,2,4,0,71,11,0.25,8,14,116,5,0.14,0.05,0.151,,3.3,0.011,0.014,0.356,0.053,0.027,3,0,3,3,,0,600,30,0,,,,,,,0,0,,0.004,0.005,0.011,0,249,1 cup,,,0
115,1116,Bean and Cucumber Salad,11,270,17,14,5,12,0,562,7,0.29,5,9,82,6,0.07,0.065,0.148,,2.5,0.014,0.02,0.365,0.053,0.032,3,0,3,3,,0,429,21,0,,,,,,,0,0,,0.009,0.012,0.028,0,252,1 cup,,,0
116,1117,Coconut Bean and Spinach Curry,13,350,25,14,1,0,0,15,6,0.28,5,9,80,6,0.07,0.064,0.145,0.5,2.4,0.015,0.021,0.347,0.053,0.032,3,0,3,3,3.7,0,504,25,0,0,254,96,0,75,0.4,0,0,2.6,0.01,0.014,0.031,0,255,1 cup,,,0
117,1118,Red Bean and Eggplant Curry,13,330,32,12,1,0,0,16,6,0.28,5,9,80,5,0.07,0.063,0.143,,2.1,0.014,0.02,0.353,0.053,0.032,3,0,3,3,,0,637,32,0,,,,,,,0,0,,0.009,0.012,0.027,0,259,1 cup,,,0
118,1119,Bean and Mango Salad,10,320,13,6,1,8,0,17,25,0.31,10,27,198,1,0.12,0.07,0.144,0.6,27.7,0.04,0.03,0.3,0.286,0.08,6,0,6,6,,0,290,15,0,,,,,,0.37,,,,0.038,0.051,0.317,0,150,1 cup,,,0
119,1120,Moroccan Chickpea and Tomato Stew,48,350,24,13,1,0,0,17,16,0.33,6,7,77,2,0.11,0.217,0.177,0.4,10,0.02,0.053,0.153,0.138,0.012,3,0,3,3,,0,138,7,0,,,,,,,,,,0.013,0.018,0.11,0,252,1 cup,,,0
120,1121,Black Bean and Sweet Potato Chili,8,380,12,62,3,1,0,10,190,6.8,,,,298,,,,,48.4,,,,,,,,,,,,26822,,,,,,,,,,,,0,,,0,28,5 tbsp,,,
121,1122,Kidney Bean and Avocado Wraps,74,300,13,8,2,7,0,188,12,0.09,8,8,139,0,0.07,0.047,0.012,0.3,34.4,0.036,0.02,0.25,0.283,0.042,10,0,10,10,7.7,0,927,46,0,4,552,6,1135,6,0.13,0,0,0,0.014,0.013,0.024,0,230,"1 cup, sections with juice",166,".5 large,  (approx 4-1/2"" dia)",50
122,1123,Bean and Cabbage Stir-fry with Peanuts,12,330,1,0,1,14,2.4,5,22,0.08,9,18,135,0,0.07,0.032,0.022,0.1,31.2,0.043,0.031,0.204,0.262,0.053,13,0,13,13,7.7,0,1150,58,0,3,686,6,1419,5,0.13,0,0,0,0.021,0.02,0.036,0,230,"1 cup, sections with juice",123,".5 fruit,  (3-3/4"" dia)",49
123,1124,White Bean and Broccoli Stir-fry,10,280,1,0,1,7,3.1,21,11,0.08,9,12,147,1,0.07,0.032,0.02,,38.1,0.034,0.02,0.191,0.283,0.042,12,0,12,12,,0,259,13,0,,,,,,,0,0,,0.014,0.013,0.024,0,230,"1 cup, sections with juice",123,".5 fruit,  (3-3/4"" dia)",49
124,1125,Black-eyed Pea and Okra Stew,68,310,22,8,4,1,0,8,15,0.12,8,9,127,0,0.07,0.044,0.01,1.4,37,0.04,0.02,0.2,0.283,0.042,9,0,9,9,,0,259,13,0,,,,,,,0,0,,0.014,0.013,0.024,0,230,"1 cup, sections with juice",123,".5 fruit,  (3-3/4"" dia)",49
125,1126,Coconut Bean and Spinach Stir-fry,31,330,22,8,4,0,0,8,12,0.06,9,8,148,0,0.07,0.05,0.013,1.4,33.3,0.037,0.02,0.269,0.283,0.043,10,0,10,10,7.7,0,33,2,0,8,14,3,0,10,0.13,0,0,0,0.014,0.013,0.024,0,230,"1 cup, sections with juice",118,".5 fruit,  (3-3/4"" dia)",51
126,1127,Peanut and Bean Soup,69,350,21,6,4,2,0,8,12,0.08,9,12,143,0,0.07,0.032,0.02,,33.3,0.037,0.02,0.269,0.283,0.043,12,0,12,12,,0,10,0,0,,,,,,,0,0,,0.014,0.013,0.024,0,230,"1 cup, sections with juice",118,".5 fruit,  (3-3/4"" dia)",51
127,1128,Bean and Plantain Fritters,30,320,1,19,2,24,0,14,15,0.05,9,7,150,0,0.07,0.056,0.011,,37,0.04,0.02,0.2,0.283,0.043,9,0,9,9,,0,10,0,0,,,,,,,0,0,,0.014,0.013,0.024,0,230,"1 cup, sections with juice",118,".5 fruit,  (3-3/4"" dia)",51
128,1129,Bean and Avocado Salsa,69,290,2,35,3,2,0.2,4,15,0.41,10,10,132,2,0.09,0.067,0.007,0.9,21.8,0.039,0.021,0.249,0.12,0.02,9,0,9,9,5.1,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0.014,0.014,0.024,0,244,1 cup,,,0
129,1130,Mung Bean and Kale Stew,69,340,42,30,3,4,0,800,15,0.21,11,12,169,7,0.08,0.037,0.007,0.9,33.9,0.029,0.018,0.249,0.12,0.02,9,0,9,9,5.1,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0.012,0.012,0.021,0,249,1 cup,,,0
130,1131,Bean and Cucumber Tacos,69,320,0,0,0,38,1.5,0,14,0.4,10,10,129,2,0.08,0.066,0.007,0.9,21.3,0.038,0.02,0.243,0.12,0.02,9,0,9,9,5.1,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0.014,0.013,0.024,0,254,1 cup,,,0
131,1132,Lentil and Vegetable Stew,10,340,0,0,7,91,2.2,800,14,0.11,8,15,129,3,0.08,0.031,0.015,0.1,28.3,0.042,0.02,0.231,0.13,0.02,10,0,10,10,7.7,0,35,2,0,2,20,1,0,10,0.04,0,0,0,0.009,0.01,0.018,0,247,1 cup,30.9,1 fl oz,0
132,1133,Chickpea and Spinach Curry,68,350,1,0,0,23,0.1,9,8,0.36,10,11,162,2,0.06,0.048,0.02,0.1,26.9,0.04,0.023,0.319,0.13,0.02,10,0,10,10,,0,7,0,0,2,3,1,0,10,0.04,0,0,0,0.012,0.012,0.021,0,250,1 cup,31.2,1 fl oz,0
133,1134,Red Bean and Avocado Salad,9,310,12,1,0,3,0,61,27,0.49,38,49,484,3,0.18,0.118,0.07,0.3,119.8,0.145,0.078,0.772,0.672,0.154,13,0,13,13,24.5,0,31,2,0,8,13,3,0,34,0.14,0,0,0.1,0.064,0.063,0.113,0,207,"1 can,  (6 fl oz)",,,0
134,1135,Bean and Sweet Potato Casserole,68,360,0,19,2,16,0,0,8,0.14,11,14,136,1,0.05,0.033,0.02,0.1,33.7,0.041,0.022,0.217,0.189,0.044,4,0,4,4,7.7,0,9,0,0,2,4,1,0,10,0.04,0,0,0,0.019,0.018,0.032,0,247,1 cup,30.9,1 fl oz,0
135,1136,Black Bean and Mango Salad,9,330,8,23,1,65,5.3,174,146,0.2,12,15,162,1,0.05,0.033,,0,25,0.04,0.02,0.2,,0.044,11,0,11,11,6.4,0,440,22,0,1,262,2,1189,4,0.11,0,0,0,0.014,0.013,0.024,0,240,8 fl oz,,,0
136,1137,Pinto Bean and Tomato Soup,69,280,1,0,1,5,0.8,11,9,0.2,12,15,162,1,0.05,0.033,0.02,0.1,38,0.04,0.02,0.2,0.189,0.044,10,0,10,10,7.7,0,10,1,0,2,4,1,0,10,0.22,0,0,0,0.014,0.013,0.024,0,247,1 cup,30.9,1 fl oz,0
137,1138,Black Bean and Cabbage Stir-fry,1,300,27,12,1,0,0,24,37,0.26,14,24,203,1,0.11,0.119,1.973,,6.5,,1.5,,,,2,,2,,,,67,3,,1,39,1,0,64,,,,,,,,,6,1 grape,,,4
138,1139,Ginger Bean and Coconut Soup,7,320,28,10,1,0,0,32,11,0.25,10,14,104,5,0.07,0.018,0.239,0,25,0.017,0.015,0.133,0.048,0.032,0,0,0,0,3.2,0,8,0,0,0,5,0,0,57,0,0,0,0.4,0.025,0.003,0.022,0,253,1 cup,31.6,1 fl oz,0
139,1140,Bean and Pumpkin Stew,73,330,1,0,1,11,0.6,100,14,0.29,5,10,191,2,0.04,0.04,0.718,0.1,4,0.092,0.057,0.3,0.024,0.11,4,0,4,4,5.6,0,100,5,0,1,59,0,0,72,0.19,0,0,14.6,0.114,0.014,0.102,0,92,1 cup,2.4,1 grape,42
140,1141,Black Bean and Mango Salsa Wrap,9,300,4,2,0,9,0.6,11,10,0.36,7,20,191,2,0.07,0.127,0.071,0.1,3.2,0.069,0.07,0.188,0.05,0.086,2,0,2,2,5.6,0,66,3,0,1,39,0,0,72,0.19,0,0,14.6,0.054,0.007,0.048,0,151,1 cup,49,10 grapes,4
141,1142,Bean and Butternut Squash Stir-fry,68,310,37,42,7,1,0,11,10,0.98,6,18,107,6,0.05,0.056,0.039,0.1,1,0.031,0.023,0.13,0.041,0.065,3,0,3,3,3.8,0,45,2,0,1,26,0,0,48,0.13,0,0,9.8,0.035,0.004,0.031,0,245,1 cup,,,0
142,1143,Red Bean and Carrot Salad,5,280,26,5,6,4,0,684,10,0.94,6,17,103,5,0.05,0.054,0.038,0.1,1,0.03,0.022,0.125,0.041,0.065,3,0,3,3,3.8,0,64,3,0,1,38,0,0,48,0.13,0,0,9.8,0.033,0.004,0.03,0,256,1 cup,,,0
143,1144,Bean and Cucumber Salad with Lemon Dressing,10,290,0,0,0,12,0.1,8,11,0.25,10,14,104,5,0.07,0.018,0.239,0,0.1,0.017,0.015,0.133,0.048,0.032,0,0,0,0,3.2,0,8,0,0,0,5,0,0,57,0,0,0,0.4,0.025,0.003,0.022,0,253,1 cup,31.6,1 fl oz,0
144,1145,Chickpea and Avocado Salad,62,320,12,28,3,2,0,12,9,1,,40,,,,,,,11,0.11,0.04,2.8,,,,,,,,0,720,36,0,,,,,,,,,,,,,0,140,1 cup,,,6
145,1146,Red Bean and Coconut Stew,8,340,1,0,1,3,1.3,118,18,0.26,22,40,417,2,0.23,0.23,0.15,0.6,228.3,0.067,0.04,1.084,0.451,0.11,49,0,49,49,7.6,0,624,31,0,0,374,0,5204,0,0.73,0,0,2.6,0.272,0.087,0.401,0,165,1 cup,55,"1 fruit, without refuse",22
146,1147,Black-eyed Bean and Kale Stir-fry,62,300,28,10,1,0,0,26,21,0.22,17,27,292,37,,,,,37,0.03,0.03,0.6,,,,,,,,0,90,5,0,,,,,,,,,,0.172,0.055,0.253,0,244,1 cup,6,"1 fruit, without refuse",15
147,1148,Lentil and Bell Pepper Salad,8,290,29,5,1,0,0,25,7,0.18,7,11,225,4,0.17,0.077,0.108,0.5,146.4,0.026,0.013,0.42,,0.09,5,0,5,5,4.1,0,283,14,0,0,170,0,3909,0,0.55,0,0,1.9,0.04,0.013,0.059,0,238,1 cup,,,0
148,1149,Chickpea and Sweet Potato Curry,68,350,3,0,2,26,1.5,18,24,0.23,29,21,448,2,0.13,0.076,0.043,,13.7,0.105,0.055,0.92,0.235,0.329,24,0,24,24,,0,110,5,0,6,61,5,0,157,0.34,,,,0.195,0.155,0.094,0,165,"1 cup, sliced",151,"1 cup, 1"" pieces",72
149,1150,Pinto Bean and Butternut Squash Chili,13,330,11,2,3,81,14.7,44,19,0.19,15,17,79,14,,,,,14.3,0.006,0.012,0.26,,0.038,,,,,,0,3,0,0,,,,,,,,,,,,,0,135,1 cup,9,3 fruit,19
150,1151,Moroccan Bean and Eggplant Tagine,12,320,11,1,2,3,0,56,21,0.48,10,23,250,3,0.05,0.073,0.084,,69,0.02,0.04,0.9,,0.081,,,,,,0,40,2,0,,,,,,,,,,,,,0,,,,,7
151,1152,Spicy Bean and Avocado Salad,74,310,22,31,2,2,0,616,63,5.09,,68,217,5,0.39,0.233,31.067,0,217.6,0.047,0.053,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,11
152,1153,Beans with Palm Oil and Plantains,9,340,2,29,3,60,0.5,18,34,0.31,17,34,312,3,0.14,0.13,0.098,0.2,92.7,0.027,0.025,0.341,0.183,0.063,25,0,25,25,7.8,0,87,4,0,0,52,0,0,122,1.46,0,0,40.3,0.029,0.047,0.287,0,180,"1 cup, sliced",69,"1 fruit,  (2"" dia)",24
153,1154,Beans and Spinach Soup,61,310,0,0,0,5,0.1,10,62,0.86,20,19,186,10,0.17,0.095,0.135,0,43.9,0.037,0.09,0.429,0.208,0.036,17,0,17,17,8.4,0,290,15,0,155,0,193,0,129,0.15,0,0,0,0.103,0.154,0.171,0,19,"1 fruit, without refuse",,,7
154,1155,Coconut Bean and Cabbage Stew,68,330,28,27,3,3,0,961,26,0.6,8,16,138,2,0.06,0.037,0.03,0.4,53,0.04,0.02,0.1,0.19,0.08,11,0,11,11,5.1,0,22,1,0,1,3,20,0,11,0.15,0,0,0,0.039,0.011,0.089,0,212,"1 cup, sections",58,"1 fruit,  (2-1/8"" dia)",47
155,1156,Black Bean and Sweet Potato Chili,10,330,24,1,14,20,6.5,67,6,0.08,6,8,103,1,0.05,0.016,0.012,0.1,38.7,0.024,0.015,0.091,0.131,0.046,20,0,20,20,5.1,0,6,0,0,0,1,4,0,15,0.15,0,0,0,0.04,0.006,0.021,0,244,1 cup,30.5,1 fl oz,0
156,1157,Bean and Coconut Milk Stew,11,340,0,0,0,12,0.1,12,10,0.06,7,9,109,24,0.19,0.018,0.016,0.1,14.3,0.021,0.017,0.18,0.08,0.037,9,0,9,9,5.1,0,33,2,0,0,0,40,0,11,0.23,0,0,0.1,0.027,0.006,0.017,0,15,1 tbsp,5,1 tsp,0
157,1158,Bean and Butternut Squash Soup,11,320,21,13,1,9,4.3,42,8,0.12,8,8,89,1,0.05,0.03,0.03,0.1,31.5,0.059,0.013,0.137,0.121,0.06,10,0,10,10,5.1,0,13,1,0,0,2,12,0,7,0.08,0,0,0,0.043,0.012,0.097,0,244,1 cup,30.5,1 fl oz,0
158,1159,Peanut Butter and Bean Stew,10,350,4,2,0,9,1.8,11,134,0.8,15,12,160,6,0.25,0.092,,0.7,129,0.06,0.08,0.4,0.319,0.172,13,0,13,13,8.5,0,50,3,0,1,7,45,0,18,0.25,0,0,0,0.039,0.011,0.089,0,6,1 tbsp,2,1 tsp,0
159,1160,Green Bean and Carrot Stew,10,310,4,2,0,12,1.1,12,33,0.6,6,18,102,2,0.11,0.065,0.008,0.4,29.1,0.03,0.02,0.2,0.217,0.043,8,0,8,8,5.1,0,50,2,0,0,30,0,0,0,0.22,0,0,0.6,0.022,0.019,0.055,0,67,"1 fruit,  (2"" dia)",67,1 NLEA serving,16
160,1161,Bean and Avocado Bowl,62,300,11,3,3,52,5.4,67,14,0.09,8,14,117,2,0.08,0.027,0.018,0.1,30,0.025,0.015,0.142,0.123,0.038,10,0,10,10,5.1,0,50,2,0,0,30,0,0,0,0.22,0,0,0.6,0.008,0.008,0.023,0,242,1 cup,30.8,1 fl oz,0
